,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,poutcome,y,contact_telephone
5800,58,5,1,6,1,3,1,1,2,48,2,1,0,1
5801,43,5,1,1,1,3,1,1,2,114,2,1,0,1
5802,45,1,2,7,2,1,1,1,2,87,3,1,0,1
5803,31,10,1,4,1,3,3,1,2,169,4,1,0,1
5804,30,3,2,4,1,3,1,1,2,116,4,1,0,1
5805,31,1,2,2,1,3,1,1,2,100,2,1,0,1
5806,30,1,1,1,1,1,1,1,2,212,2,1,0,1
5807,42,4,1,2,1,3,1,1,2,304,4,1,0,1
5808,30,11,2,7,2,3,1,1,2,114,2,1,0,1
5809,31,4,1,2,1,1,1,1,2,102,2,1,0,1
5810,46,8,1,3,2,1,3,1,2,291,2,1,0,1
5811,51,7,3,1,2,1,3,1,2,112,2,1,0,1
5812,43,4,1,2,1,1,1,1,2,207,2,1,0,1
5813,58,5,1,6,1,3,1,1,2,197,2,1,0,1
5814,56,6,1,5,2,3,1,1,2,103,2,1,0,1
5815,57,10,1,3,2,3,1,1,2,45,5,1,0,1
5816,31,3,2,1,1,3,1,1,2,125,6,1,0,1
5817,28,4,1,2,1,3,3,1,2,114,2,1,0,1
5818,38,8,2,1,1,1,1,1,2,414,2,1,1,1
5819,35,1,2,2,1,3,1,1,2,319,4,1,0,1
5820,26,2,1,4,2,3,1,1,2,346,2,1,0,1
5821,30,2,2,3,1,3,1,1,2,157,3,1,0,1
5822,52,3,1,4,1,1,1,1,2,160,11,1,0,1
5823,47,3,1,3,1,1,1,1,2,83,3,1,0,1
5824,51,7,2,7,1,3,1,1,2,97,3,1,0,1
5825,36,2,1,3,1,1,1,1,2,98,4,1,0,1
5826,36,4,1,2,1,3,1,1,2,133,4,1,0,1
5827,31,1,2,1,1,3,1,1,2,451,2,1,0,1
5828,36,2,1,2,1,1,1,1,2,34,3,1,0,1
5829,34,1,1,1,1,1,1,1,2,79,5,1,0,1
5830,32,2,1,3,1,1,1,1,2,109,2,1,0,1
5831,42,2,1,6,2,3,1,1,2,454,3,1,0,1
5832,32,3,2,1,1,1,1,1,2,251,3,1,0,1
5833,51,1,3,1,1,1,1,1,2,122,5,1,0,1
5834,37,8,1,3,2,1,1,1,2,166,2,1,0,1
5835,45,2,1,3,2,3,1,1,2,816,2,1,0,1
5836,28,1,2,1,1,3,1,1,2,87,2,1,0,1
5837,37,3,1,4,2,3,1,1,2,81,6,1,0,1
5838,43,7,1,3,2,1,1,1,2,109,5,1,0,1
5839,54,1,3,1,1,3,3,1,2,375,2,1,0,1
5840,59,1,1,4,1,1,1,1,2,51,2,1,0,1
5841,44,9,1,3,2,3,1,1,2,118,4,1,0,1
5842,33,4,2,2,1,1,1,1,2,178,5,1,0,1
5843,35,1,1,2,1,1,1,1,2,165,5,1,0,1
5844,48,1,1,1,1,1,1,1,2,155,2,1,0,1
5845,50,3,3,4,1,1,1,1,2,173,3,1,0,1
5846,29,8,1,2,1,1,1,1,2,304,4,1,0,1
5847,39,1,1,1,1,1,1,1,2,583,6,1,0,1
5848,36,1,1,1,1,3,1,1,2,138,2,1,0,1
5849,52,5,1,7,2,3,1,1,2,250,2,1,0,1
5850,52,2,1,5,2,3,1,1,2,748,3,1,1,1
5851,48,2,1,5,2,3,3,1,2,14,11,1,0,1
5852,28,7,1,3,1,1,1,1,2,896,3,1,1,1
5853,35,2,1,2,1,3,3,1,2,83,1,1,0,1
5854,38,1,1,1,1,1,1,1,2,543,4,1,0,1
5855,44,1,1,1,2,3,3,1,2,398,7,1,0,1
5856,34,2,1,6,1,1,1,1,2,158,4,1,0,1
5857,45,2,1,3,1,3,1,1,2,365,3,1,0,1
5858,30,1,1,1,2,3,1,1,2,304,3,1,0,1
5859,38,2,2,5,1,1,1,1,2,118,6,1,0,1
5860,33,3,2,4,1,3,3,1,2,469,2,1,0,1
5861,31,1,3,2,1,1,1,1,2,488,3,1,0,1
5862,32,5,1,2,1,1,1,1,2,232,3,1,0,1
5863,24,1,1,3,1,3,1,1,2,764,2,1,1,1
5864,55,5,1,1,1,3,3,1,2,411,3,1,0,1
5865,28,2,2,2,2,3,1,1,2,149,7,1,0,1
5866,37,5,3,2,1,3,1,1,2,63,3,1,0,1
5867,33,2,1,3,2,3,1,1,2,125,3,1,0,1
5868,34,3,1,4,1,3,3,1,2,207,4,1,0,1
5869,36,1,3,2,1,3,1,1,2,84,3,1,0,1
5870,44,2,2,4,2,1,1,1,2,29,2,1,0,1
5871,39,2,1,3,1,3,3,1,2,162,4,1,0,1
5872,31,5,2,2,1,3,1,1,2,159,2,1,0,1
5873,36,2,1,2,2,3,1,1,2,23,10,1,0,1
5874,34,1,1,1,1,3,3,1,2,147,6,1,0,1
5875,32,2,1,3,1,1,1,1,2,90,5,1,0,1
5876,35,3,1,4,1,1,1,1,2,409,2,1,0,1
5877,47,3,2,1,2,3,3,1,2,118,6,1,0,1
5878,44,1,1,2,1,3,1,1,2,175,5,1,0,1
5879,38,4,1,2,1,1,1,1,2,219,4,1,0,1
5880,37,4,2,2,1,1,1,1,2,96,5,1,0,1
5881,57,3,1,1,2,1,3,1,2,76,5,1,0,1
5882,39,7,1,6,2,1,1,1,2,66,3,1,0,1
5883,30,4,2,2,1,1,1,1,2,113,5,1,0,1
5884,31,1,2,1,1,3,3,1,2,232,5,1,0,1
5885,45,2,1,3,2,1,1,1,2,129,3,1,0,1
5886,37,2,3,3,2,1,1,1,2,405,4,1,0,1
5887,29,4,3,2,1,1,3,1,2,251,11,1,0,1
5888,42,2,1,5,2,3,1,1,2,128,5,1,0,1
5889,52,2,1,5,1,3,1,1,2,253,2,1,0,1
5890,53,9,1,5,2,1,1,1,2,245,3,1,0,1
5891,31,3,2,4,2,3,1,1,2,188,7,1,0,1
5892,32,3,2,4,1,1,1,1,2,118,2,1,0,1
5893,47,2,1,3,1,3,1,1,2,140,2,1,0,1
5894,39,5,1,1,1,1,1,1,2,102,22,1,0,1
5895,38,11,2,1,1,3,1,1,2,763,6,1,0,1
5896,30,2,1,6,1,1,1,1,2,97,4,1,0,1
5897,32,2,1,5,1,1,1,1,2,41,2,1,0,1
5898,43,12,1,2,2,3,3,1,2,329,2,1,0,1
5899,27,2,1,5,1,3,1,1,2,51,5,1,0,1
5900,59,12,1,7,2,1,1,1,2,130,3,1,0,1
5901,46,7,1,3,1,1,1,1,2,241,2,1,0,1
5902,54,6,3,2,1,3,1,1,2,308,4,1,0,1
5903,35,2,1,3,1,3,1,1,2,118,2,1,0,1
5904,33,5,2,1,1,1,1,1,2,14,16,1,0,1
5905,37,4,3,2,1,3,3,1,2,125,4,1,0,1
5906,41,2,2,2,1,3,1,1,2,193,5,1,0,1
5907,44,3,1,4,1,3,1,1,2,200,3,1,0,1
5908,33,3,1,4,1,3,1,1,2,349,4,1,0,1
5909,49,1,3,3,1,3,3,1,2,282,3,1,0,1
5910,23,2,1,3,1,1,1,1,2,633,1,1,0,1
5911,49,2,1,2,1,1,1,1,2,560,4,1,0,1
5912,38,3,1,4,1,3,1,1,4,114,3,1,0,1
5913,37,2,1,2,1,3,3,1,4,172,7,1,0,1
5914,39,1,1,4,1,3,1,1,4,292,7,1,0,1
5915,43,2,1,5,1,3,1,1,4,269,3,1,0,1
5916,42,4,1,2,2,3,3,1,4,220,6,1,0,1
5917,55,9,3,7,2,3,1,1,4,376,3,1,0,1
5918,44,2,2,6,1,1,3,1,4,73,6,1,0,1
5919,40,2,1,2,1,1,3,1,4,121,2,1,0,1
5920,41,4,1,2,1,3,1,1,4,59,4,1,0,1
5921,32,5,1,1,1,3,1,1,4,64,3,1,0,1
5922,57,1,1,6,2,3,1,1,4,353,3,1,0,1
5923,38,7,1,1,1,1,1,1,4,322,5,1,0,1
5924,50,2,1,6,2,3,3,1,4,67,3,1,0,1
5925,41,2,1,5,1,1,1,1,4,163,2,1,0,1
5926,52,3,3,1,1,1,1,1,4,99,3,1,0,1
5927,31,2,1,2,2,3,1,1,4,27,2,1,0,1
5928,34,3,2,4,1,3,1,1,4,119,2,1,0,1
5929,56,7,1,1,1,3,1,1,4,148,4,1,0,1
5930,51,1,2,6,1,1,1,1,4,222,4,1,0,1
5931,40,5,1,2,1,3,3,1,4,265,2,1,0,1
5932,39,2,1,3,1,3,1,1,4,214,2,1,0,1
5933,36,7,1,1,2,1,1,1,4,152,2,1,0,1
5934,28,1,2,1,1,1,1,1,4,75,2,1,0,1
5935,32,5,1,2,1,3,3,1,4,62,4,1,0,1
5936,38,2,2,2,1,1,1,1,4,112,3,1,0,1
5937,46,2,1,3,1,3,1,1,4,220,6,1,0,1
5938,42,5,1,7,2,1,1,1,4,204,3,1,0,1
5939,37,2,1,4,1,3,1,1,4,160,6,1,0,1
5940,31,1,1,2,2,1,1,1,4,233,1,1,0,1
5941,30,4,1,2,1,3,1,1,4,129,1,1,0,1
5942,41,5,1,7,1,1,1,1,4,172,1,1,0,1
5943,34,2,1,5,1,3,1,1,4,578,2,1,0,1
5944,46,2,3,6,1,1,1,1,4,183,9,1,0,1
5945,37,2,1,5,1,1,1,1,4,565,2,1,0,1
5946,24,2,1,3,1,1,1,1,4,154,1,1,0,1
5947,30,1,1,3,1,3,3,1,4,125,1,1,0,1
5948,45,4,3,7,1,3,1,1,4,1063,5,1,1,1
5949,36,1,1,2,1,3,1,1,4,111,1,1,0,1
5950,48,2,1,4,1,3,3,1,4,231,1,1,0,1
5951,47,5,1,4,1,1,1,1,4,195,1,1,0,1
5952,39,1,2,1,2,1,1,1,4,125,3,1,0,1
5953,36,3,2,2,1,3,3,1,4,193,5,1,0,1
5954,38,9,1,3,1,1,1,1,4,287,4,1,0,1
5955,37,3,2,2,2,3,3,1,4,277,4,1,0,1
5956,30,3,2,4,1,1,1,1,4,84,4,1,0,1
5957,38,1,1,1,1,3,1,1,4,47,5,1,0,1
5958,28,4,1,7,1,3,1,1,4,285,1,1,0,1
5959,37,2,1,6,1,3,1,1,4,130,2,1,0,1
5960,43,5,1,2,1,1,1,1,4,24,1,1,0,1
5961,32,2,1,3,1,3,1,1,4,955,1,1,0,1
5962,35,1,1,2,2,3,3,1,4,236,1,1,0,1
5963,41,4,1,1,1,3,1,1,4,336,2,1,0,1
5964,52,12,1,5,1,1,1,1,4,150,1,1,0,1
5965,31,3,1,4,1,1,1,1,4,159,1,1,0,1
5966,28,2,1,3,1,3,1,1,4,180,1,1,0,1
5967,50,7,1,3,1,1,1,1,4,163,2,1,0,1
5968,35,2,1,6,1,1,1,1,4,197,1,1,0,1
5969,39,2,1,3,1,1,1,1,4,218,1,1,0,1
5970,40,3,1,3,1,3,1,1,4,34,3,1,0,1
5971,34,1,2,2,1,3,1,1,4,386,11,1,0,1
5972,27,11,2,1,1,3,1,1,4,154,1,1,0,1
5973,33,2,1,3,1,1,3,1,4,159,2,1,0,1
5974,39,7,1,3,1,1,1,1,4,157,2,1,0,1
5975,39,9,1,5,1,3,1,1,4,227,3,1,0,1
5976,43,7,1,5,1,1,1,1,4,116,1,1,0,1
5977,26,3,1,4,1,1,1,1,4,205,3,1,0,1
5978,42,4,1,4,1,3,1,1,4,1205,1,1,1,1
5979,36,5,1,1,1,3,1,1,4,133,1,1,0,1
5980,40,2,1,2,1,3,1,1,4,59,1,1,0,1
5981,50,2,1,5,1,3,1,1,4,229,2,1,0,1
5982,46,8,2,2,1,3,1,1,4,147,1,1,0,1
5983,57,6,1,2,2,1,1,1,4,147,1,1,0,1
5984,40,4,2,2,1,3,1,1,4,179,1,1,0,1
5985,28,4,2,2,1,3,1,1,4,185,1,1,0,1
5986,34,2,1,3,1,1,1,1,4,427,1,1,0,1
5987,51,10,1,4,1,1,1,1,4,171,3,1,0,1
5988,32,3,2,2,1,3,1,1,4,237,1,1,0,1
5989,28,2,1,6,2,1,1,1,4,228,1,1,0,1
5990,38,1,2,1,2,3,1,1,4,269,1,1,0,1
5991,34,2,2,3,1,1,1,1,4,156,2,1,0,1
5992,34,3,1,1,1,1,1,1,4,162,1,1,0,1
5993,31,4,2,3,1,1,1,1,4,674,1,1,0,1
5994,35,4,2,2,2,1,3,1,4,234,1,1,0,1
5995,41,2,3,3,2,1,1,1,4,123,1,1,0,1
5996,29,4,1,2,1,3,1,1,4,275,1,1,0,1
5997,56,9,3,5,2,1,1,1,4,115,1,1,0,1
5998,29,3,2,1,1,3,1,1,4,1051,1,1,1,1
5999,27,1,2,1,1,3,1,1,4,142,1,1,0,1
6000,42,2,1,6,2,1,1,1,4,99,1,1,0,1
6001,49,3,1,4,1,3,1,1,4,340,1,1,0,1
6002,49,2,1,5,1,2,2,1,4,47,1,1,0,1
6003,40,2,1,6,2,1,1,1,4,182,2,1,0,1
6004,39,9,1,1,1,3,1,1,4,260,1,1,0,1
6005,31,1,2,2,1,1,1,1,4,35,1,1,0,1
6006,46,2,1,3,1,1,1,1,4,121,1,1,0,1
6007,44,5,1,1,1,3,1,1,4,143,1,1,0,1
6008,33,2,2,6,1,1,1,1,4,472,1,1,0,1
6009,35,3,1,4,1,3,3,1,4,207,2,1,0,1
6010,38,10,2,2,1,3,1,1,4,597,3,1,0,1
6011,33,4,1,2,1,3,3,1,4,274,1,1,0,1
6012,41,2,1,3,1,3,1,1,4,420,1,1,0,1
6013,34,3,3,4,1,2,2,1,4,532,2,1,0,1
6014,32,2,1,4,2,3,1,1,4,128,1,1,0,1
6015,35,7,1,2,1,1,1,1,4,62,4,1,0,1
6016,24,4,2,2,1,1,1,1,4,185,1,1,0,1
6017,25,1,1,2,1,3,3,1,4,275,4,1,0,1
6018,34,2,1,3,1,1,1,1,4,740,1,1,1,1
6019,34,3,1,1,1,1,1,1,4,111,10,1,0,1
6020,31,1,3,2,1,1,1,1,4,271,3,1,0,1
6021,38,5,1,2,1,1,1,1,4,776,1,1,0,1
6022,26,1,2,1,1,1,1,1,4,90,2,1,0,1
6023,34,2,1,6,2,1,1,1,4,299,1,1,0,1
6024,35,4,1,3,2,3,1,1,4,181,1,1,0,1
6025,29,2,2,3,1,3,1,1,4,330,2,1,0,1
6026,51,2,3,6,2,1,1,1,4,518,2,1,0,1
6027,50,9,1,5,1,1,1,1,4,243,2,1,0,1
6028,44,3,3,3,2,1,1,1,4,472,1,1,0,1
6029,27,3,2,4,1,1,1,1,4,148,1,1,0,1
6030,34,4,1,2,1,1,1,1,4,514,1,1,0,1
6031,44,3,3,3,2,3,3,1,4,388,2,1,0,1
6032,43,5,1,5,1,3,1,1,4,224,1,1,0,1
6033,37,10,1,4,1,1,1,1,4,118,1,1,0,1
6034,45,4,1,3,1,1,1,1,4,255,1,1,0,1
6035,30,3,2,4,1,1,1,1,4,70,3,1,0,1
6036,43,7,1,5,1,3,1,1,4,296,2,1,0,1
6037,43,2,1,3,2,1,1,1,4,550,1,1,0,1
6038,47,4,3,2,1,3,1,1,4,313,1,1,0,1
6039,53,9,1,5,1,3,1,1,4,257,1,1,0,1
6040,45,2,1,5,2,3,1,1,4,243,2,1,0,1
6041,47,2,1,5,1,3,1,1,4,77,1,1,0,1
6042,37,3,2,1,1,3,1,1,4,114,1,1,0,1
6043,41,2,1,3,1,1,1,1,4,73,2,1,0,1
6044,32,12,1,6,2,3,1,1,4,290,1,1,0,1
6045,48,2,1,5,2,1,1,1,4,86,1,1,0,1
6046,26,3,2,4,1,1,1,1,4,126,1,1,0,1
6047,31,7,3,2,1,3,1,1,4,168,1,1,0,1
6048,36,4,2,2,1,3,3,1,4,188,1,1,0,1
6049,46,9,1,5,1,1,1,1,4,106,2,1,0,1
6050,50,1,3,2,1,1,1,1,4,45,1,1,0,1
6051,45,1,1,6,1,3,3,1,4,25,1,1,0,1
6052,45,1,1,6,1,3,1,1,4,114,1,1,0,1
6053,33,7,1,3,2,1,1,1,4,82,1,1,0,1
6054,29,1,2,1,1,3,1,1,4,33,1,1,0,1
6055,37,2,1,3,1,2,2,1,4,322,2,1,0,1
6056,26,3,2,4,1,1,1,1,4,446,1,1,0,1
6057,57,8,1,3,2,3,3,1,4,122,1,1,0,1
6058,45,3,2,4,1,3,1,1,4,121,4,1,0,1
6059,46,4,3,2,1,3,1,1,4,78,1,1,0,1
6060,39,2,1,5,2,1,1,1,4,70,2,1,0,1
6061,37,2,2,4,1,3,1,1,4,213,2,1,0,1
6062,46,2,1,5,1,1,1,1,4,115,1,1,0,1
6063,42,1,3,1,1,1,1,1,4,305,1,1,0,1
6064,25,5,2,5,1,1,1,1,4,19,1,1,0,1
6065,45,2,2,3,1,1,1,1,4,643,2,1,0,1
6066,40,1,2,2,1,1,1,1,4,371,2,1,0,1
6067,39,1,1,1,2,1,1,1,4,363,3,1,0,1
6068,49,2,1,5,1,1,1,1,4,384,1,1,0,1
6069,51,8,2,1,1,3,1,1,4,492,2,1,0,1
6070,43,2,2,5,2,1,1,1,4,222,2,1,0,1
6071,35,7,1,2,1,1,1,1,4,144,1,1,0,1
6072,46,2,1,3,2,1,1,1,4,426,2,1,0,1
6073,32,4,1,2,1,1,1,1,4,181,1,1,0,1
6074,30,2,1,3,2,1,3,1,4,39,7,1,0,1
6075,29,2,2,2,1,3,1,1,4,174,1,1,0,1
6076,41,1,3,2,1,1,1,1,4,293,2,1,0,1
6077,37,1,1,2,1,1,1,1,4,316,2,1,0,1
6078,24,2,1,5,2,3,1,1,4,151,1,1,0,1
6079,38,2,1,6,2,1,3,1,4,132,1,1,0,1
6080,27,4,1,2,2,3,1,1,4,129,1,1,0,1
6081,35,2,1,3,1,3,1,1,4,106,1,1,0,1
6082,28,11,2,3,2,3,3,1,4,68,5,1,0,1
6083,31,2,3,6,1,1,1,1,4,255,1,1,0,1
6084,27,2,1,3,1,1,1,1,4,189,1,1,0,1
6085,37,3,1,1,1,1,1,1,4,173,3,1,0,1
6086,33,1,3,2,2,1,1,1,4,161,2,1,0,1
6087,43,2,1,3,1,1,1,1,4,155,1,1,0,1
6088,44,2,1,5,2,3,3,1,4,72,1,1,0,1
6089,43,12,1,2,2,1,1,1,4,109,2,1,0,1
6090,29,1,2,3,2,1,1,1,4,62,4,1,0,1
6091,37,2,2,4,1,1,1,1,4,137,2,1,0,1
6092,60,12,1,1,1,1,1,1,4,310,1,1,0,1
6093,37,2,2,6,2,1,1,1,4,195,2,1,0,1
6094,51,3,1,1,1,3,1,1,4,470,2,1,0,1
6095,34,4,1,2,1,1,1,1,4,139,1,1,0,1
6096,30,3,3,4,1,3,1,1,4,169,1,1,0,1
6097,36,4,1,2,1,1,1,1,4,223,1,1,0,1
6098,36,2,2,3,2,1,1,1,4,201,2,1,0,1
6099,34,4,1,2,1,3,3,1,4,596,1,1,0,1
6100,37,3,1,4,1,1,1,1,4,253,16,1,0,1
6101,38,5,2,1,1,1,1,1,4,600,2,1,0,1
6102,55,4,1,2,1,3,1,1,4,133,1,1,0,1
6103,49,12,1,2,2,3,1,1,4,43,1,1,0,1
6104,47,1,1,2,1,1,1,1,4,731,3,1,1,1
6105,31,1,2,1,1,3,1,1,4,659,4,1,0,1
6106,56,6,1,5,1,3,3,1,4,112,1,1,0,1
6107,35,7,3,1,1,1,1,1,4,124,1,1,0,1
6108,34,2,1,3,2,1,1,1,4,59,1,1,0,1
6109,29,8,1,1,2,3,1,1,4,121,1,1,0,1
6110,57,2,1,5,2,1,1,1,4,98,1,1,0,1
6111,48,3,1,6,1,1,3,1,4,175,1,1,0,1
6112,53,8,1,1,1,1,3,1,4,202,1,1,0,1
6113,37,1,1,2,1,1,1,1,4,185,1,1,0,1
6114,30,2,1,5,1,3,1,1,4,170,1,1,0,1
6115,47,2,2,5,1,1,1,1,4,184,1,1,0,1
6116,26,3,1,6,1,1,3,1,4,261,1,1,0,1
6117,33,8,1,2,1,3,1,1,4,103,1,1,0,1
6118,43,2,1,2,2,3,1,1,4,190,1,1,0,1
6119,29,2,2,7,1,1,1,1,4,198,1,1,0,1
6120,22,4,2,3,1,1,1,1,4,170,1,1,0,1
6121,51,6,1,1,1,3,3,1,4,235,5,1,0,1
6122,45,3,1,3,2,1,1,1,4,166,2,1,0,1
6123,29,1,2,1,1,1,1,1,4,169,2,1,0,1
6124,31,4,1,2,1,3,1,1,4,125,1,1,0,1
6125,47,3,1,4,2,3,1,1,4,272,3,1,0,1
6126,48,10,1,5,1,3,1,1,4,265,2,1,0,1
6127,38,3,1,4,1,3,1,1,4,233,2,1,0,1
6128,50,2,2,3,2,3,1,1,4,307,2,1,0,1
6129,31,1,1,2,1,3,1,1,4,246,1,1,0,1
6130,27,1,3,2,1,1,1,1,4,290,4,1,0,1
6131,39,2,1,5,2,1,1,1,4,56,2,1,0,1
6132,35,1,1,3,1,1,1,1,4,259,1,1,0,1
6133,28,5,1,2,2,1,1,1,4,375,1,1,0,1
6134,34,7,2,4,1,1,1,1,4,290,1,1,0,1
6135,30,8,1,3,1,1,1,1,4,148,3,1,0,1
6136,38,2,2,3,1,3,1,1,4,174,1,1,0,1
6137,29,8,1,6,2,3,1,1,4,32,1,1,0,1
6138,35,2,3,3,2,1,1,1,4,521,1,1,0,1
6139,32,2,3,5,1,1,1,1,4,537,9,1,0,1
6140,33,5,1,1,1,3,1,1,4,316,1,1,0,1
6141,50,4,2,2,2,1,1,1,4,332,1,1,0,1
6142,57,5,3,1,1,1,1,1,4,35,1,1,0,1
6143,31,2,1,3,1,1,1,1,4,935,1,1,1,1
6144,37,3,2,1,1,3,3,1,4,173,1,1,0,1
6145,37,3,2,1,1,1,1,1,4,144,1,1,0,1
6146,42,3,3,3,1,1,1,1,4,474,1,1,0,1
6147,39,2,1,5,2,3,1,1,4,395,2,1,0,1
6148,52,5,3,1,1,1,1,1,4,313,1,1,0,1
6149,33,1,2,1,1,1,1,1,4,147,1,1,0,1
6150,60,1,1,1,2,1,1,1,4,123,2,1,0,1
6151,27,4,1,4,1,1,1,1,4,395,2,1,0,1
6152,35,2,1,3,1,3,1,1,4,93,10,1,0,1
6153,29,1,2,1,1,1,3,1,4,166,9,1,0,1
6154,31,2,2,2,1,3,1,1,4,410,1,1,0,1
6155,53,2,1,3,2,1,1,1,4,755,1,1,0,1
6156,26,3,1,4,1,1,1,1,4,139,2,1,0,1
6157,38,1,1,2,1,2,2,1,4,145,2,1,0,1
6158,49,2,1,6,1,1,1,1,4,95,1,1,0,1
6159,35,3,1,4,1,1,1,1,4,211,1,1,0,1
6160,55,6,3,2,2,3,1,1,4,193,1,1,0,1
6161,44,12,2,3,2,3,1,1,4,88,1,1,0,1
6162,37,2,1,4,1,1,1,1,4,318,1,1,0,1
6163,39,10,2,3,2,3,1,1,4,405,1,1,0,1
6164,39,5,2,1,1,3,1,1,4,751,1,1,1,1
6165,34,1,1,2,1,3,1,1,4,207,1,1,0,1
6166,29,4,1,2,1,3,1,1,4,95,4,1,0,1
6167,52,2,1,3,1,3,1,1,4,319,1,1,0,1
6168,44,2,1,5,2,1,1,1,4,272,2,1,0,1
6169,55,5,1,1,2,1,1,1,4,142,2,1,0,1
6170,53,1,2,6,1,3,1,1,4,27,1,1,0,1
6171,32,5,2,1,1,1,1,1,4,237,2,1,0,1
6172,43,2,1,5,2,3,1,1,4,193,1,1,0,1
6173,46,9,1,5,1,3,1,1,4,129,2,1,0,1
6174,52,5,3,1,1,1,3,1,4,116,3,1,0,1
6175,48,2,1,3,1,3,1,1,4,99,1,1,0,1
6176,37,3,1,4,2,1,1,1,4,345,1,1,0,1
6177,32,2,1,4,1,1,3,1,4,151,1,1,0,1
6178,46,1,3,1,1,3,1,1,4,376,2,1,0,1
6179,28,4,1,2,1,3,1,1,4,485,1,1,0,1
6180,31,1,1,1,1,3,1,1,4,99,1,1,0,1
6181,32,2,1,3,2,1,1,1,4,210,2,1,0,1
6182,44,1,1,7,1,1,1,1,4,277,1,1,0,1
6183,39,4,1,2,2,1,1,1,4,326,2,1,0,1
6184,29,4,2,4,1,1,3,1,4,305,2,1,0,1
6185,30,4,1,2,2,3,3,1,4,320,1,1,0,1
6186,30,5,1,3,1,3,1,1,4,298,1,1,0,1
6187,39,3,1,4,1,1,1,1,4,125,1,1,0,1
6188,55,1,1,2,1,1,1,1,4,219,1,1,0,1
6189,28,2,2,3,1,1,1,1,4,222,1,1,0,1
6190,52,9,1,5,1,1,1,1,4,513,1,1,0,1
6191,38,2,1,4,1,3,1,1,4,321,1,1,0,1
6192,34,4,1,2,2,1,1,1,4,355,1,1,0,1
6193,22,1,1,2,1,1,1,1,4,240,2,1,0,1
6194,31,7,3,2,1,3,1,1,4,383,2,1,0,1
6195,31,2,1,3,1,1,1,1,4,301,1,1,0,1
6196,33,8,1,1,1,1,1,1,4,367,5,1,0,1
6197,31,3,1,4,1,1,1,1,4,179,3,1,0,1
6198,34,2,2,2,1,1,3,1,4,160,1,1,0,1
6199,30,3,1,4,1,3,1,1,4,177,2,1,0,1
6200,29,1,1,2,1,3,1,1,4,181,1,1,0,1
6201,50,4,1,6,1,1,1,1,4,377,1,1,0,1
6202,39,2,1,6,1,3,1,1,4,240,6,1,0,1
6203,36,4,1,2,1,1,3,1,4,1590,2,1,0,1
6204,35,2,1,5,1,3,1,1,4,125,4,1,0,1
6205,31,5,2,1,2,3,1,1,4,174,2,1,0,1
6206,28,8,2,1,1,1,1,1,4,518,2,1,0,1
6207,38,2,2,2,1,1,1,1,4,280,3,1,0,1
6208,47,2,1,2,2,1,1,1,4,269,2,1,0,1
6209,30,4,2,2,1,3,1,1,4,394,1,1,0,1
6210,52,5,1,4,1,3,3,1,4,280,1,1,0,1
6211,58,1,1,3,2,1,1,1,4,228,1,1,0,1
6212,28,2,1,6,1,3,1,1,4,312,2,1,0,1
6213,52,5,1,4,1,3,1,1,4,709,1,1,1,1
6214,45,2,3,5,1,1,1,1,4,78,2,1,0,1
6215,31,2,1,3,1,1,1,1,4,33,6,1,0,1
6216,28,2,2,3,1,3,1,1,4,212,2,1,0,1
6217,34,2,1,3,2,1,3,1,4,107,2,1,0,1
6218,48,2,1,2,2,3,3,1,4,299,1,1,0,1
6219,33,1,1,3,1,3,1,1,4,140,2,1,0,1
6220,38,1,2,1,1,1,1,1,4,574,5,1,0,1
6221,37,8,3,2,1,1,1,1,4,182,1,1,0,1
6222,36,4,1,2,2,1,1,1,4,318,3,1,0,1
6223,30,5,1,3,1,3,1,1,4,68,9,1,0,1
6224,59,7,1,1,2,3,1,1,4,217,2,1,0,1
6225,40,2,1,6,2,3,1,1,4,211,1,1,0,1
6226,60,6,1,1,2,3,1,1,4,245,2,1,0,1
6227,36,1,2,1,1,1,1,1,4,363,2,1,0,1
6228,50,4,1,2,1,3,1,1,4,347,1,1,0,1
6229,38,4,1,2,1,3,1,1,4,392,3,1,0,1
6230,42,4,1,2,1,3,1,1,4,137,2,1,0,1
6231,37,3,2,1,1,3,1,1,4,749,2,1,0,1
6232,28,4,1,2,1,1,1,1,4,498,1,1,0,1
6233,32,4,1,2,1,3,1,1,4,570,1,1,0,1
6234,49,1,3,2,1,3,1,1,4,142,1,1,0,1
6235,32,2,1,2,2,1,1,1,4,172,1,1,0,1
6236,44,2,1,4,1,1,1,1,4,64,1,1,0,1
6237,34,12,1,5,2,3,1,1,4,267,1,1,0,1
6238,40,6,1,4,1,1,1,1,4,140,1,1,0,1
6239,42,1,1,2,1,3,1,1,4,453,1,1,0,1
6240,31,3,2,4,1,3,1,1,4,198,1,1,0,1
6241,25,1,1,7,1,1,1,1,4,389,1,1,0,1
6242,54,3,1,5,1,1,1,1,4,120,2,1,0,1
6243,35,4,1,2,2,3,1,1,4,146,8,1,0,1
6244,49,2,1,3,2,1,1,1,4,27,1,1,0,1
6245,34,1,2,1,1,3,1,1,4,40,3,1,0,1
6246,53,3,1,4,1,3,3,1,4,92,2,1,0,1
6247,27,3,2,4,1,3,1,1,4,324,3,1,0,1
6248,57,5,3,2,1,1,1,1,4,436,1,1,0,1
